pretty_comp,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,stability,magmom_pa,volume_pa,delta_e,energy_pa,bandgap
YGaO3,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,8.0,39.0,31.0,18.8,12.960000000000004,8.0,12.0,87.0,75.0,69.4,22.96,87.0,15.9994,88.90585,72.90645,41.32541,30.391212,15.9994,54.8,1799.0,1744.2,453.262,538.2952,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,190.0,124.0,102.0,43.2,66.0,1.22,3.44,2.22,2.6700000000000004,0.9239999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,6.8,2.4799999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,32.365,23.26,15.7075,7.923,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.8,56.15999999999999,12.0,2.0,2.6,2.2,0.0,True,0.7083205926780534,0.1465716346608841,0.292126882333,0.00020224,11.0724,-2.67737198353,-7.290602692,3.013
Er2Ge2O7,3,0.6863485850246136,0.6461085146520509,0.636847546393112,0.6363918918735771,0.6363640977380328,8.0,68.0,60.0,23.272727272727277,19.43801652892562,8.0,35.0,87.0,52.0,76.0909090909091,14.942148760330577,87.0,15.9994,167.259,151.25959999999998,53.79943636363637,48.10913719008264,15.9994,54.8,1770.0,1715.2,576.9454545454546,664.5487603305786,54.8,3.0,16.0,13.0,13.272727272727272,3.735537190082644,16.0,2.0,6.0,4.0,3.090909090909091,1.3884297520661155,2.0,66.0,189.0,123.0,98.1818181818182,40.95867768595041,66.0,1.24,3.44,2.2,2.78,0.84,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.909090909090909,1.3884297520661155,4.0,0.0,10.0,10.0,1.818181818181818,2.975206611570248,0.0,0.0,12.0,12.0,2.1818181818181817,3.5702479338842976,0.0,6.0,14.0,8.0,8.909090909090908,3.7024793388429753,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.7272727272727273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3636363636363636,0.5950413223140495,0.0,2.0,4.0,2.0,2.363636363636364,0.5950413223140497,2.0,9.105,30.585,21.48,15.537727272727274,8.187107438016529,9.105,0.0,0.383,0.383,0.0696363636363636,0.1139504132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.81818181818181,91.40495867768595,12.0,2.0,2.909090909090909,1.818181818181818,2.1818181818181817,True,0.7018027205701127,0.1320631720615811,-0.0455150368269,5.78931818182e-05,12.7628,-2.90174102988,-7.45057144068,3.925
VOF,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,8.0,23.0,15.0,13.333333333333334,6.4444444444444455,8.0,46.0,93.0,47.0,75.33333333333333,19.55555555555556,46.0,15.9994,50.9415,34.9421,28.6464344,14.863377066666668,15.9994,53.5,2183.0,2129.5,763.7666666666668,946.1555555555556,53.5,5.0,17.0,12.0,12.666666666666666,5.111111111111112,5.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,57.0,153.0,96.0,92.0,40.66666666666666,57.0,1.63,3.98,2.35,3.016666666666667,0.9244444444444444,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.6666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,7.0,7.0,2.333333333333333,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.333333333333333,2.4444444444444446,1.0,9.105,13.01,3.905,10.6075,1.6016666666666666,9.105,0.0,1.97,1.97,0.6566666666666666,0.8755555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,85.33333333333333,95.77777777777776,12.0,2.0,3.0,1.0,0.0,False,0.748578634409705,0.1531137283192093,0.081901015,0.666616,9.644,-2.88483870343,-6.9658644,2.579
SbTeIr,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,51.0,77.0,26.0,60.0,11.333333333333334,51.0,60.0,90.0,30.0,78.33333333333333,12.222222222222223,60.0,121.76,192.217,70.45700000000001,147.19233333333332,30.01644444444445,121.76,722.66,2739.0,2016.34,1455.1466666666668,855.9022222222223,722.66,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,5.0,6.0,1.0,5.333333333333333,0.4444444444444443,5.0,138.0,141.0,3.0,139.33333333333334,1.1111111111111145,138.0,2.05,2.2,0.1500000000000003,2.1166666666666667,0.0555555555555556,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,7.0,10.0,3.0,9.0,1.3333333333333333,7.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,15.0,23.0,8.0,18.0,3.333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,2.0,14.21,34.7633333333,20.5533333333,26.84444444443333,8.422962962955554,14.21,0.0,0.464,0.464,0.1546666666666666,0.2062222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,181.0,29.33333333333333,152.0,2.0,2.333333333333333,9.0,4.666666666666667,False,0.0056092093089191,0.0009700990710714,1.13714477653,-0.0010507,24.5449,0.800246480556,-4.57119542,0.178
Mn(SbO3)2,3,0.7114582486036499,0.6758002217303778,0.6672315521896236,0.6667105455840667,0.6666677967664446,8.0,51.0,43.0,19.444444444444443,15.259259259259258,8.0,52.0,87.0,35.0,82.66666666666667,6.814814814814811,87.0,15.9994,121.76,105.7606,43.828271666666666,37.10516222222222,15.9994,54.8,1519.0,1464.2,406.1511111111111,468.46814814814815,54.8,7.0,16.0,9.0,14.77777777777778,1.7283950617283943,16.0,2.0,5.0,3.0,2.888888888888889,1.1851851851851851,2.0,66.0,139.0,73.0,90.33333333333331,32.44444444444444,66.0,1.55,3.44,1.89,2.921111111111111,0.6918518518518518,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.333333333333333,0.8888888888888888,4.0,0.0,10.0,10.0,2.7777777777777777,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.11111111111111,3.061728395061728,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.4444444444444444,2.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.555555555555556,0.7407407407407407,2.0,9.105,31.56,22.455,14.248620689655557,7.693946360153085,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,3.445785440611111e-05,6.125840783308641e-05,0.0,12.0,217.0,205.0,69.0,76.0,12.0,2.0,3.333333333333333,2.7777777777777777,0.0,True,0.5905846039144353,0.1019964036297609,0.0174748322222,0.555486474074,11.5366,-1.82826767379,-6.52996466852,0.679
Pr(PO3)3,3,0.7337993857053428,0.7010601383073748,0.6928788943947558,0.6923529263854064,0.6923088647477684,8.0,59.0,51.0,13.538461538461538,7.668639053254438,8.0,17.0,87.0,70.0,80.6923076923077,9.798816568047336,87.0,15.9994,140.90765,124.90825,29.063348923076923,18.08854466272189,15.9994,54.8,1204.0,1149.2,203.77692307692308,206.2757396449704,54.8,3.0,16.0,13.0,14.76923076923077,1.810650887573964,16.0,2.0,6.0,4.0,2.5384615384615383,0.7455621301775147,2.0,66.0,203.0,137.0,86.0,27.692307692307693,66.0,1.13,3.44,2.31,2.973846153846154,0.6454437869822485,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.4615384615384617,0.7455621301775147,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2307692307692307,0.4260355029585799,0.0,5.0,6.0,1.0,5.6923076923076925,0.4260355029585798,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.076923076923077,0.42603550295858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.8461538461538461,1.5621301775147929,0.0,2.0,11.0,9.0,2.923076923076923,1.2781065088757395,2.0,9.105,35.675,26.57,14.2562087912,7.132442941661537,9.105,0.0,1.625,1.625,0.375,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,23.692307692307693,26.201183431952664,12.0,2.0,3.4615384615384617,0.0,0.2307692307692307,True,0.7365851201998697,0.0952357438412134,-0.0844565905782,0.000228311538462,13.3013,-2.84930167171,-7.53854480038,5.821
ErAgSe2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,34.0,68.0,34.0,45.75,11.75,34.0,35.0,89.0,54.0,69.5,19.5,89.0,78.96,167.259,88.29899999999999,108.2618,29.4986,78.96,494.0,1770.0,1276.0,998.2325,504.2325,494.0,3.0,16.0,13.0,11.5,4.5,16.0,4.0,6.0,2.0,4.75,0.75,4.0,120.0,189.0,69.0,143.5,23.5,120.0,1.24,2.55,1.3099999999999998,2.0675,0.4824999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,12.0,12.0,3.0,4.5,0.0,11.0,16.0,5.0,14.25,1.75,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.75,0.0,1.0,2.0,1.0,1.75,0.375,2.0,16.33,30.585,14.255000000000004,24.68875,4.179375000000002,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,111.75,97.75,14.0,1.75,2.0,7.5,3.0,True,0.3488563496137111,0.0620737965602823,-0.001374474375,0.0004911125,24.7568,-1.20827934563,-4.79514410125,1.314
SbTeRh,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,45.0,52.0,7.0,49.333333333333336,2.888888888888888,45.0,59.0,90.0,31.0,78.0,12.666666666666666,59.0,102.9055,127.6,24.69449999999999,117.42183333333334,9.677555555555552,102.9055,722.66,2237.0,1514.34,1287.8133333333333,632.7911111111111,722.66,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,139.66666666666666,1.5555555555555525,138.0,2.05,2.28,0.2299999999999999,2.143333333333333,0.0911111111111109,2.05,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,8.0,10.0,2.0,9.333333333333334,0.8888888888888887,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,2.0,13.64,34.7633333333,21.1233333333,26.65444444443333,8.676296296288887,13.64,0.0,0.464,0.464,0.1546666666666666,0.2062222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,181.0,29.33333333333333,152.0,1.6666666666666667,2.333333333333333,9.333333333333334,0.0,False,0.0131379339263986,0.0024255580054456,0.894716539167,-0.0072675,25.0288,0.454540307222,-4.38839641333,0.178
Nd(PO3)3,3,0.7337993857053428,0.7010601383073748,0.6928788943947558,0.6923529263854064,0.6923088647477684,8.0,60.0,52.0,13.615384615384617,7.775147928994082,8.0,19.0,87.0,68.0,80.84615384615384,9.51479289940829,87.0,15.9994,144.242,128.24259999999998,29.319837384615383,18.44368253254438,15.9994,54.8,1294.0,1239.2,210.7,215.8615384615385,54.8,3.0,16.0,13.0,14.76923076923077,1.810650887573964,16.0,2.0,6.0,4.0,2.5384615384615383,0.7455621301775147,2.0,66.0,201.0,135.0,85.84615384615384,27.4792899408284,66.0,1.14,3.44,2.3,2.974615384615385,0.6443786982248518,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.4615384615384617,0.7455621301775147,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.3076923076923077,0.5680473372781065,0.0,5.0,6.0,1.0,5.769230769230769,0.3550295857988166,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.076923076923077,0.42603550295858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.7692307692307693,1.4201183431952662,0.0,2.0,10.0,8.0,2.8461538461538463,1.1715976331360949,2.0,9.105,34.81,25.705,14.18967032966154,7.040312764146747,9.105,0.0,1.625,1.625,0.375,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,23.692307692307693,26.201183431952664,12.0,2.0,3.4615384615384617,0.0,0.3076923076923077,True,0.7335317021864758,0.0950022417538382,-0.0848997196235,0.000235557692308,13.1426,-2.85179340383,-7.54012189577,5.839
Tb2Ti2O7,3,0.6863485850246136,0.6461085146520509,0.636847546393112,0.6363918918735771,0.6363640977380328,8.0,65.0,57.0,20.90909090909091,16.429752066115704,8.0,29.0,87.0,58.0,68.45454545454545,23.603305785123965,87.0,15.9994,158.92535,142.92595,47.78004545454546,40.44809421487603,15.9994,54.8,1941.0,1886.2,683.9636363636364,800.7537190082644,54.8,3.0,16.0,13.0,11.454545454545457,5.785123966942148,16.0,2.0,6.0,4.0,3.090909090909091,1.3884297520661155,2.0,66.0,194.0,128.0,106.36363636363636,51.37190082644627,66.0,1.21,3.44,2.23,2.689090909090909,0.9557024793388428,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5454545454545454,1.851239669421488,4.0,0.0,2.0,2.0,0.3636363636363636,0.5950413223140495,0.0,0.0,9.0,9.0,1.6363636363636365,2.677685950413223,0.0,4.0,11.0,7.0,6.545454545454546,1.6198347107438018,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2727272727272727,0.9256198347107438,2.0,0.0,8.0,8.0,1.4545454545454546,2.380165289256198,0.0,0.0,5.0,5.0,0.9090909090909092,1.487603305785124,0.0,2.0,8.0,6.0,3.636363636363636,2.0826446280991733,2.0,9.105,31.7366666667,22.6316666667,14.598939393945454,6.992286501385124,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,12.0,194.0,182.0,78.18181818181819,84.23140495867769,12.0,2.0,2.5454545454545454,0.3636363636363636,1.6363636363636365,True,0.7456133690005962,0.1566100302141241,-0.0523596881483,-2.53681818182e-05,11.7731,-3.43937632301,-8.67889426227,2.675
ScNiSb,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,21.0,51.0,30.0,33.333333333333336,11.77777777777778,21.0,11.0,85.0,74.0,52.333333333333336,27.555555555555557,11.0,44.955912,121.76,76.80408800000001,75.13643733333333,31.08237511111112,44.955912,903.78,1814.0,910.22,1481.9266666666665,385.4311111111112,903.78,3.0,15.0,12.0,9.333333333333334,4.222222222222222,3.0,4.0,5.0,1.0,4.333333333333333,0.4444444444444443,4.0,124.0,170.0,46.0,144.33333333333334,17.111111111111114,124.0,1.36,2.05,0.6899999999999997,1.7733333333333334,0.2755555555555554,1.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,1.0,10.0,9.0,6.333333333333333,3.555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,9.333333333333334,4.222222222222222,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,9.0,9.0,3.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.666666666666667,2.8888888888888893,2.0,10.32,31.56,21.24,21.371666666666663,7.3677777777777775,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1984670166666667,0.2646184555555556,0.0,166.0,225.0,59.0,195.0,20.0,166.0,2.0,1.0,6.333333333333333,0.0,False,0.1122143941556312,0.0211042867697831,0.000789526666668,-0.0002956,18.9201,-0.910821286667,-6.24833786333,0.438
Ga2CoS4,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,16.0,31.0,15.0,21.857142857142858,6.6938775510204085,16.0,58.0,88.0,30.0,79.71428571428571,9.469387755102042,88.0,32.065,69.723,37.658,46.66274214285714,16.683133877551022,32.065,302.91,1768.0,1465.09,561.0371428571428,344.84653061224486,388.36,9.0,16.0,7.0,14.142857142857142,2.122448979591837,16.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,105.0,126.0,21.0,112.85714285714286,8.979591836734695,105.0,1.81,2.58,0.77,2.26,0.3657142857142857,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.571428571428572,1.6326530612244898,4.0,0.0,10.0,10.0,3.857142857142857,4.408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.428571428571429,2.775510204081633,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,2.0,0.0,3.0,3.0,0.4285714285714285,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.1428571428571428,2.0,10.245,25.786875,15.541875,21.586785714285718,4.800102040816325,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,1.5484712,1.5484712,0.2212101714285714,0.3792174367346939,0.0,64.0,194.0,130.0,86.0,30.857142857142858,70.0,2.0,2.571428571428572,3.857142857142857,0.0,True,0.137762910230166,0.0319536359603053,0.203683710892,0.0119858,20.6739,-0.568980636579,-4.64166485,0.0
Al(MoS2)4,3,0.6923076923076924,0.6403959628675595,0.6191872391199975,0.6160691816746312,0.6154446852026032,13.0,42.0,29.0,23.76923076923077,11.218934911242606,16.0,50.0,88.0,38.0,75.15384615384616,15.810650887573964,88.0,26.9815386,95.96,68.97846139999999,51.3339645076923,27.46217568757396,32.065,388.36,2896.0,2507.64,1201.8730769230767,1042.5396449704142,388.36,6.0,16.0,10.0,12.692307692307692,4.118343195266272,16.0,3.0,5.0,2.0,3.615384615384616,0.8520710059171598,3.0,105.0,154.0,49.0,121.3076923076923,20.118343195266277,105.0,1.61,2.58,0.97,2.376153846153846,0.250887573964497,2.58,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,2.0,0.0,4.0,4.0,2.5384615384615383,1.7988165680473374,4.0,0.0,5.0,5.0,1.5384615384615383,2.1301775147929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.769230769230769,0.4260355029585799,6.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,1.6153846153846154,0.9940828402366864,2.0,0.0,5.0,5.0,1.5384615384615383,2.1301775147929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.4615384615384617,1.7988165680473374,2.0,15.69,25.786875,10.096875,21.964230769230767,4.704792899408284,25.786875,0.0,2.202,2.202,1.355076923076923,1.0423668639053254,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,130.84615384615384,74.88757396449704,70.0,1.6923076923076923,2.5384615384615383,1.5384615384615383,0.0,False,0.209607008802607,0.019815007216525,0.0197104114447,0.0768813923077,18.0389,-1.01227122093,-7.00066645077,0.0
ScTeRh,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,21.0,52.0,31.0,39.333333333333336,12.22222222222222,21.0,11.0,90.0,79.0,53.333333333333336,28.222222222222214,11.0,44.955912,127.6,82.644088,91.82047066666668,31.243039111111116,44.955912,722.66,2237.0,1514.34,1591.22,579.0400000000001,722.66,3.0,16.0,13.0,9.333333333333334,4.444444444444445,3.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,4.0,138.0,170.0,32.0,150.0,13.333333333333334,138.0,1.36,2.28,0.9199999999999996,1.913333333333333,0.3688888888888888,1.36,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,1.0,10.0,9.0,6.333333333333333,3.555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,9.333333333333334,4.444444444444445,3.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,9.0,9.0,3.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.666666666666667,2.8888888888888893,2.0,13.64,34.7633333333,21.1233333333,23.5461111111,7.478148148133332,13.64,0.0,0.464,0.464,0.1546666666666666,0.2062222222222222,0.0,0.0,6.35e-06,6.35e-06,2.1166666666666666e-06,2.8222222222222223e-06,0.0,152.0,225.0,73.0,190.33333333333331,25.555555555555557,152.0,1.6666666666666667,1.3333333333333333,6.333333333333333,0.0,False,0.1907116518286677,0.0363023897453752,0.632577796667,0.00247153333333,22.376,-0.452301559444,-6.032173,0.0
