pretty_comp,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,delta_e,magmom_pa,energy_pa,stability,bandgap,volume_pa
Tb2TeO2,3,0.6000000000000001,0.5142563181316472,0.4609063239604281,0.4418818424353128,0.4287303134918266,8.0,65.0,57.0,39.6,25.28,8.0,29.0,90.0,61.0,64.4,28.32,29.0,15.9994,158.92535,142.92595,95.4899,63.5924,15.9994,54.8,1629.0,1574.2,818.0519999999999,648.7583999999999,54.8,3.0,16.0,13.0,10.8,6.24,3.0,2.0,6.0,4.0,4.2,1.7600000000000002,2.0,66.0,194.0,128.0,131.6,52.48,66.0,1.21,3.44,2.23,2.28,0.9280000000000002,1.21,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,9.0,9.0,3.6,4.32,0.0,6.0,16.0,10.0,10.0,3.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,34.7633333333,25.6583333333,23.28933333334,11.347466666672,9.105,0.0,0.464,0.464,0.0928,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,112.8,80.64,12.0,2.0,2.4,2.0,3.6,True,0.7456133690005962,0.165927682114777,-2.87509239088,0.00010584,-7.427881753999999,-0.180119025234,1.409,19.2094
BaPr2NiO5,4,0.6186404847588913,0.5699919822255657,0.5567592174449368,0.5556875249643825,0.5555613920796212,8.0,59.0,51.0,26.88888888888889,20.98765432098765,8.0,9.0,87.0,78.0,59.888888888888886,30.37037037037037,87.0,15.9994,140.90765,124.90825,61.9814111111111,51.82179259259258,15.9994,54.8,1728.0,1673.2,601.1111111111111,607.0123456790124,54.8,2.0,16.0,14.0,10.88888888888889,5.679012345679012,16.0,2.0,6.0,4.0,3.555555555555556,1.728395061728395,2.0,66.0,215.0,149.0,119.44444444444444,59.38271604938272,66.0,0.89,3.44,2.55,2.473333333333333,1.0740740740740742,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,8.0,8.0,0.8888888888888888,1.5802469135802468,0.0,0.0,3.0,3.0,0.6666666666666666,1.037037037037037,0.0,2.0,10.0,8.0,5.777777777777778,1.1851851851851851,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,11.0,11.0,2.4444444444444446,3.80246913580247,0.0,0.0,11.0,11.0,3.7777777777777777,3.2098765432098766,2.0,9.105,63.59,54.485,21.19833333333333,15.854444444444445,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0661549666666666,0.1176088296296296,0.0,12.0,229.0,217.0,100.22222222222224,98.0246913580247,12.0,2.0,2.2222222222222223,0.8888888888888888,0.6666666666666666,True,0.8032113561415081,0.1745286385441455,-2.87418694898,0.222332266667,-6.99513975889,-0.0112104720339,2.124,14.9228
KLaO2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,8.0,57.0,49.0,23.0,17.0,8.0,3.0,87.0,84.0,47.5,39.5,87.0,15.9994,138.90547,122.90607,52.5006425,43.202413750000005,15.9994,54.8,1193.0,1138.2,409.7825,391.60875,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,6.0,4.0,3.5,1.5,2.0,66.0,207.0,141.0,135.5,69.5,66.0,0.82,3.44,2.62,2.2,1.24,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5,2.75,2.0,9.105,73.1066666667,64.00166666669999,32.053541666675,22.948541666675,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,111.75,99.75,12.0,1.75,2.0,0.25,0.0,True,0.8202341305415322,0.1969440104926142,-2.87337270669,1.035e-05,-6.6430541625,-0.116631158281,3.962,18.2232
La2BiO2,3,0.6000000000000001,0.5142563181316472,0.4609063239604281,0.4418818424353128,0.4287303134918266,8.0,83.0,75.0,42.6,27.68,8.0,13.0,87.0,74.0,57.2,35.36,13.0,15.9994,208.9804,192.981,103.758028,70.20690240000002,15.9994,54.8,1193.0,1138.2,608.0,468.0,54.8,3.0,16.0,13.0,10.6,6.08,3.0,2.0,6.0,4.0,4.4,1.92,2.0,66.0,207.0,141.0,138.8,58.24,66.0,1.1,3.44,2.34,2.22,0.976,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2,1.7600000000000002,0.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,14.0,14.0,2.8,4.48,0.0,3.0,29.0,26.0,9.4,7.840000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4,1.12,0.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.0,3.2,2.0,9.105,36.8975,27.7925,24.991000000000003,12.7088,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,2.0,2.2,2.4,2.8,False,0.7456133690005962,0.1662311531913468,-2.87300548735,-2.048e-05,-7.464284267999999,-0.110265591316,0.0,23.2753
NaMoF6,3,0.770551750371122,0.7523077068508066,0.7500385762783648,0.7500007654787457,0.7500000024807257,9.0,42.0,33.0,13.375,7.15625,9.0,2.0,93.0,91.0,76.25,25.125,93.0,18.9984032,95.96,76.9615968,29.11752356,16.71061911,18.9984032,53.5,2896.0,2842.5,448.48375,611.8790625000001,53.5,1.0,17.0,16.0,13.625,5.0625,17.0,2.0,5.0,3.0,2.5,0.75,2.0,57.0,166.0,109.0,82.75,38.625,57.0,0.93,3.98,3.05,3.37125,0.913125,3.98,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,5.0,5.0,0.625,1.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,6.125,1.3125,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,5.0,5.0,0.625,1.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.625,1.09375,1.0,9.7075,29.2433333333,19.5358333333,12.8972916666625,4.784687499993751,9.7075,0.0,1.97,1.97,1.4775,0.7387499999999999,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,68.5,80.25,15.0,1.75,3.75,0.625,0.0,False,0.9022776515068311,0.1423018462921068,-2.87231632945,0.125071125,-5.4709205025,-0.14731359731,4.026,15.8642
NdMnO3,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,8.0,60.0,52.0,21.8,16.560000000000002,8.0,19.0,87.0,68.0,66.4,24.72,87.0,15.9994,144.242,128.24259999999998,49.435649,40.12349879999999,15.9994,54.8,1519.0,1464.2,595.48,648.816,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,107.6,49.92,66.0,1.14,3.44,2.3,2.602,1.0056,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,7.0,1.0,6.2,0.3200000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.2,2.64,2.0,9.105,34.81,25.705,14.52251724138,8.114993103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.92386206896e-05,0.0,12.0,217.0,205.0,89.4,92.88,12.0,2.0,2.4,1.0,0.8,False,0.7335317021864758,0.1605401243670047,-2.86949081347,0.799971045,-7.9241261825,0.016571086,0.0,11.646
RbScO2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,8.0,37.0,29.0,18.5,10.5,8.0,4.0,87.0,83.0,47.25,39.75,87.0,15.9994,85.4678,69.4684,40.605628,24.606228,15.9994,54.8,1814.0,1759.2,559.015,627.4925000000001,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,5.0,3.0,3.25,1.25,2.0,66.0,220.0,154.0,130.5,64.5,66.0,0.82,3.44,2.62,2.265,1.175,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5,2.75,2.0,9.105,90.7225,81.61749999999999,32.791875000000005,28.9653125,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.5875e-06,2.3812500000000003e-06,0.0,12.0,229.0,217.0,111.75,99.75,12.0,1.75,2.0,0.25,0.0,True,0.8202341305415322,0.1895418282385766,-2.86904053919,0.00024205,-6.9535483925,-0.096565151875,3.752,14.5675
BaTb2NiO5,4,0.6186404847588913,0.5699919822255657,0.5567592174449368,0.5556875249643825,0.5555613920796212,8.0,65.0,57.0,28.22222222222222,22.51851851851852,8.0,9.0,87.0,78.0,62.55555555555556,27.160493827160494,87.0,15.9994,158.92535,142.92595,65.98534444444445,57.16037037037037,15.9994,54.8,1728.0,1673.2,695.5555555555555,711.9506172839506,54.8,2.0,16.0,14.0,10.88888888888889,5.679012345679012,16.0,2.0,6.0,4.0,3.555555555555556,1.728395061728395,2.0,66.0,215.0,149.0,117.44444444444444,57.160493827160494,66.0,0.89,3.44,2.55,2.4911111111111115,1.0543209876543207,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,8.0,8.0,0.8888888888888888,1.5802469135802468,0.0,0.0,9.0,9.0,2.0,3.111111111111111,0.0,2.0,11.0,9.0,7.111111111111111,2.3703703703703702,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,5.0,5.0,1.1111111111111112,1.728395061728395,0.0,0.0,5.0,5.0,2.4444444444444446,1.1358024691358026,2.0,9.105,63.59,54.485,20.32314814815556,14.68753086420741,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0661549666666666,0.1176088296296296,0.0,12.0,229.0,217.0,100.22222222222224,98.0246913580247,12.0,2.0,2.2222222222222223,0.8888888888888888,2.0,True,0.8032113561415081,0.1758123535604802,-2.86852979613,0.222258311111,-7.103471526669999,-0.00893744593247,2.292,13.6961
Cs2KFeF6,4,0.6480740698407861,0.6091199348919785,0.6005237760880776,0.6000397970967368,0.6000010180820753,9.0,55.0,46.0,20.9,14.66,9.0,3.0,93.0,90.0,62.6,36.48,93.0,18.9984032,132.9054519,113.9070487,47.474462300000006,35.84650338,18.9984032,53.5,1811.0,1757.5,307.171,306.6376,53.5,1.0,17.0,16.0,11.3,6.839999999999999,17.0,2.0,6.0,4.0,3.2,1.4400000000000002,2.0,57.0,244.0,187.0,116.5,71.4,57.0,0.79,3.98,3.19,2.811,1.4028,3.98,1.0,2.0,1.0,1.7,0.42,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,6.0,6.0,0.6,1.0799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.3,2.58,7.0,0.0,1.0,1.0,0.3,0.4199999999999999,0.0,0.0,1.0,1.0,0.6,0.48,1.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.3,0.54,1.0,9.7075,115.765,106.0575,37.36116666667,38.510633333338006,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,2.1106628,2.1106628,0.21106628,0.3799193039999999,0.0,15.0,229.0,214.0,100.6,102.71999999999998,15.0,1.7,3.0,0.6,0.0,True,0.9214503994822504,0.2137335886287248,-2.86595064798,0.49999914,-4.851490486,-0.0777544490789,1.769,17.6129
K2NaFeF6,4,0.6480740698407861,0.6091199348919785,0.6005237760880776,0.6000397970967368,0.6000010180820753,9.0,26.0,17.0,12.9,5.0600000000000005,9.0,2.0,93.0,91.0,62.1,37.08,93.0,18.9984032,55.845,36.8465968,27.102178848,10.5470126912,18.9984032,53.5,1811.0,1757.5,317.593,316.9116,53.5,1.0,17.0,16.0,11.3,6.840000000000001,17.0,2.0,4.0,2.0,2.7,0.8400000000000002,2.0,57.0,203.0,146.0,104.6,57.120000000000005,57.0,0.82,3.98,3.16,2.8280000000000003,1.3824,3.98,1.0,2.0,1.0,1.7,0.42,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,6.0,6.0,0.6,1.0799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.3,2.58,7.0,0.0,1.0,1.0,0.3,0.4199999999999999,0.0,0.0,1.0,1.0,0.6,0.48,1.0,0.0,4.0,4.0,0.4,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.3,0.5399999999999999,1.0,9.7075,73.1066666667,63.3991666667,24.44316666667,20.425433333338,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,2.1106628,2.1106628,0.21106628,0.379919304,0.0,15.0,229.0,214.0,100.6,102.72,15.0,1.7,3.0,0.6,0.0,True,0.9176189628313964,0.2117548946364472,-2.86351550356,0.50000023,-4.907720099,-0.0658357874854,1.558,13.4245
Nd2NiO4,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,8.0,60.0,52.0,25.714285714285715,20.244897959183675,8.0,19.0,87.0,68.0,63.85714285714285,26.448979591836736,87.0,15.9994,144.242,128.24259999999998,58.73928571428571,48.85869387755101,15.9994,54.8,1728.0,1673.2,647.8857142857142,677.8122448979593,54.8,3.0,16.0,13.0,11.428571428571429,5.224489795918367,16.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,66.0,201.0,135.0,112.85714285714286,53.55102040816327,66.0,1.14,3.44,2.3,2.564285714285714,1.0008163265306125,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,8.0,8.0,1.1428571428571428,1.959183673469388,0.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244898,0.0,6.0,10.0,4.0,6.571428571428571,0.9795918367346936,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,2.0,2.0,0.2857142857142857,0.4897959183673469,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,2.0,10.0,8.0,4.285714285714286,3.26530612244898,2.0,9.105,34.81,25.705,16.622857142857143,10.392653061224491,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0850563857142857,0.1458109469387755,0.0,12.0,225.0,213.0,94.42857142857144,94.20408163265304,12.0,2.0,2.2857142857142856,1.1428571428571428,1.1428571428571428,True,0.7335317021864758,0.1615481087668639,-2.86276386856,0.2858549,-7.236759895710001,0.0779739258761,0.563,12.738
PrIO,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,8.0,59.0,51.0,40.0,21.33333333333333,8.0,17.0,96.0,79.0,66.66666666666667,33.11111111111111,17.0,15.9994,140.90765,124.90825,94.60384,52.40296000000001,15.9994,54.8,1204.0,1149.2,548.5500000000001,436.9666666666667,54.8,3.0,17.0,14.0,12.0,6.0,3.0,2.0,6.0,4.0,4.333333333333333,1.5555555555555556,2.0,66.0,203.0,137.0,136.0,46.66666666666666,66.0,1.13,3.44,2.31,2.41,0.8533333333333335,1.13,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444445,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,5.0,17.0,12.0,9.333333333333334,5.111111111111112,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.6666666666666665,4.888888888888889,0.0,1.0,11.0,10.0,4.666666666666667,4.222222222222222,1.0,9.105,43.015,33.91,29.265,13.439999999999998,9.105,0.0,1.062,1.062,0.354,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,90.0,69.33333333333333,12.0,2.0,3.0,3.333333333333333,1.0,True,0.7365851201998697,0.1467446896553412,-2.8614212236000003,0.000458416666667,-6.411442601669999,-0.235214092029,3.693,26.0135
ThTeO,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,8.0,90.0,82.0,50.0,28.0,8.0,16.0,90.0,74.0,64.33333333333333,32.22222222222222,16.0,15.9994,232.03806,216.03866,125.21248666666668,72.80872444444445,15.9994,54.8,2023.0,1968.2,933.4866666666668,726.3422222222222,54.8,3.0,16.0,13.0,11.666666666666666,5.777777777777779,3.0,2.0,7.0,5.0,4.666666666666667,1.7777777777777777,2.0,66.0,206.0,140.0,136.66666666666666,47.11111111111112,66.0,1.3,3.44,2.14,2.28,0.7733333333333331,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,0.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,8.666666666666666,4.888888888888888,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,9.105,34.7633333333,25.6583333333,25.412777777766667,10.871851851844442,9.105,0.0,0.464,0.464,0.1546666666666666,0.2062222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,129.66666666666666,78.44444444444444,12.0,2.0,2.6666666666666665,4.0,0.0,True,0.6817442582266291,0.1323633934183714,-2.85952917682,0.0003328,-7.530068605,-0.184454811272,0.322,21.9095
KVF3,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,9.0,23.0,14.0,13.8,5.76,9.0,3.0,93.0,90.0,65.6,32.88,93.0,18.9984032,50.9415,31.9430968,29.40700192,12.490318464,18.9984032,53.5,2183.0,2129.5,536.006,658.7976000000001,53.5,1.0,17.0,16.0,11.4,6.719999999999999,17.0,2.0,4.0,2.0,2.8,0.96,2.0,57.0,203.0,146.0,105.4,58.08,57.0,0.82,3.98,3.16,2.878,1.3224,3.98,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.4,1.92,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.2,1.9200000000000004,1.0,9.7075,73.1066666667,63.3991666667,23.04783333334,20.023533333344,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,100.6,102.71999999999998,15.0,1.8,3.0,0.6,0.0,False,0.9176189628313964,0.2059948795251366,-2.85942374048,0.59999248,-5.741113974,0.0428216701233,0.7040000000000001,13.5936
K2Ti2O5,3,0.6382847385042254,0.5783142070438002,0.5578126955913372,0.5558152545684256,0.5555672053006344,8.0,22.0,14.0,13.555555555555555,6.172839506172839,8.0,3.0,87.0,84.0,58.55555555555556,31.60493827160494,87.0,15.9994,47.867,31.8676,28.214177777777778,13.571975308641974,15.9994,54.8,1941.0,1886.2,536.5622222222222,624.1945679012346,54.8,1.0,16.0,15.0,10.0,6.666666666666667,16.0,2.0,4.0,2.0,2.888888888888889,0.9876543209876544,2.0,66.0,203.0,137.0,117.33333333333331,57.03703703703704,66.0,0.82,3.44,2.62,2.435555555555556,1.1160493827160494,3.44,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,2.0,2.0,0.4444444444444444,0.691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.444444444444445,1.728395061728395,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,8.0,8.0,1.7777777777777777,2.765432098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.111111111111111,2.17283950617284,2.0,9.105,73.1066666667,64.00166666669999,25.013148148155555,21.374897119353086,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,12.0,229.0,217.0,100.66666666666669,98.51851851851852,12.0,1.7777777777777777,2.2222222222222223,0.4444444444444444,0.0,True,0.8202341305415322,0.1806544357701529,-2.8590580130000003,-6.74222222222e-05,-7.326390408889999,-0.0154934342793,3.123,15.5031
UCl2O,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,8.0,92.0,84.0,33.5,29.25,17.0,20.0,94.0,74.0,73.75,26.875,94.0,15.9994,238.02891,222.02951,81.2335775,78.39766624999999,35.453,54.8,1408.0,1353.2,451.5,478.25,171.6,3.0,17.0,14.0,13.25,5.125,17.0,2.0,7.0,5.0,3.75,1.625,3.0,66.0,196.0,130.0,116.5,39.75,102.0,1.38,3.44,2.06,2.785,0.7025,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.5,1.75,5.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,0.75,1.125,0.0,6.0,7.0,1.0,6.5,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,11.0,11.0,2.75,4.125,0.0,1.0,20.0,19.0,6.0,7.0,1.0,9.105,24.4975,15.392499999999998,19.53125,5.213124999999999,24.4975,0.0,2.493,2.493,1.2465,1.2465,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,50.75,19.375,64.0,2.0,3.5,0.25,0.75,False,0.6538558596267213,0.1116805471713797,-2.85862238991,0.5003186625,-6.9065558075,-0.190405998286,2.461,22.5745
